reading_id,timestamp,transformer_id,lt_section,voltage_v,current_a,power_kw,power_factor,frequency_hz,phase_imbalance_pct,status
1673,2026-08-01 00:27:52,TR-101,LT-003,228.43,5.945,1.29,0.949,50.031,3.15,NORMAL
2359,2026-08-01 00:39:18,TR-102,LT-004,222.9,7.278,1.528,0.942,49.852,1.18,NORMAL
8468,2026-08-01 00:07:47,TR-102,LT-006,196.87,4.62,0.849,0.933,49.977,14.49,WARNING
275,2026-08-01 00:04:34,TR-104,LT-005,226.07,5.752,1.237,0.951,50.099,2.87,NORMAL
2474,2026-08-01 00:41:13,TR-103,LT-006,224.48,6.094,1.257,0.919,49.998,2.32,NORMAL
5490,2026-08-01 01:31:29,TR-104,LT-002,228.46,6.806,1.397,0.898,50.029,2.93,NORMAL
4772,2026-08-01 01:19:31,TR-101,LT-001,226.1,9.292,2.08,0.99,49.994,2.35,NORMAL
2108,2026-08-01 00:35:07,TR-102,LT-006,232.55,7.785,1.662,0.918,49.943,3.08,NORMAL
7501,2026-08-01 02:05:00,TR-104,LT-004,236.9,7.827,1.744,0.941,50.005,1.45,NORMAL
4415,2026-08-01 01:13:34,TR-104,LT-002,230.8,11.024,2.334,0.917,50.013,1.91,NORMAL
8139,2026-08-01 00:02:18,TR-102,LT-006,200.94,3.22,0.507,0.783,50.096,14.96,WARNING
8661,2026-08-01 00:11:00,TR-101,LT-006,198.78,8.697,1.429,0.827,50.005,14.08,WARNING
8240,2026-08-01 00:03:59,TR-102,LT-006,147.29,14.822,1.909,0.874,49.996,16.24,WARNING
2418,2026-08-01 00:40:17,TR-103,LT-003,231.36,8.435,1.866,0.956,50.008,0.8,NORMAL
8772,2026-08-01 00:12:51,TR-102,LT-006,179.0,13.317,1.904,0.799,50.032,19.54,WARNING
2237,2026-08-01 00:37:16,TR-102,LT-005,230.06,10.323,2.142,0.902,50.024,2.6,NORMAL
3768,2026-08-01 01:02:47,TR-104,LT-003,235.21,5.923,1.388,0.996,50.017,2.24,NORMAL
9792,2026-08-01 00:09:51,TR-101,LT-002,85.73,0.253,0.008,0.348,50.03,12.92,POSSIBLE_BROKEN_LT
9990,2026-08-01 00:13:09,TR-104,LT-003,68.07,0.34,0.012,0.519,49.93,59.98,POSSIBLE_BROKEN_LT
9966,2026-08-01 00:12:45,TR-101,LT-002,72.77,0.106,0.004,0.554,50.001,45.66,POSSIBLE_BROKEN_LT
7324,2026-08-01 02:02:03,TR-103,LT-003,230.98,8.908,1.983,0.964,49.977,2.36,NORMAL
1384,2026-08-01 00:23:03,TR-102,LT-004,227.58,5.989,1.268,0.93,49.952,1.32,NORMAL
3102,2026-08-01 00:51:41,TR-102,LT-002,233.42,6.017,1.312,0.934,49.918,2.8,NORMAL
3922,2026-08-01 01:05:21,TR-101,LT-002,230.9,8.618,1.9,0.955,50.014,3.05,NORMAL
6686,2026-08-01 01:51:25,TR-101,LT-004,230.57,9.192,1.975,0.932,50.136,2.93,NORMAL
3195,2026-08-01 00:53:14,TR-101,LT-001,223.86,7.308,1.498,0.916,49.908,0.23,NORMAL
1942,2026-08-01 00:32:21,TR-104,LT-004,228.43,11.603,2.434,0.918,50.041,1.93,NORMAL
7714,2026-08-01 02:08:33,TR-102,LT-003,231.33,6.687,1.451,0.938,50.01,1.96,NORMAL
4897,2026-08-01 01:21:36,TR-103,LT-006,223.25,7.915,1.596,0.903,50.129,0.43,NORMAL
4783,2026-08-01 01:19:42,TR-102,LT-003,223.24,8.8,1.825,0.929,50.149,3.21,NORMAL
1497,2026-08-01 00:24:56,TR-104,LT-004,238.25,10.486,2.312,0.926,50.103,2.12,NORMAL
1958,2026-08-01 00:32:37,TR-101,LT-003,242.55,5.931,1.278,0.888,49.948,2.43,NORMAL
9172,2026-08-01 00:19:31,TR-101,LT-004,201.14,10.239,1.754,0.852,49.975,2.64,WARNING
9746,2026-08-01 00:09:05,TR-104,LT-003,86.42,0.156,0.006,0.448,49.882,30.64,POSSIBLE_BROKEN_LT
7333,2026-08-01 02:02:12,TR-101,LT-003,239.48,11.032,2.49,0.943,50.095,1.8,NORMAL
7950,2026-08-01 02:12:29,TR-103,LT-001,230.04,11.718,2.541,0.943,49.947,0.25,NORMAL
3018,2026-08-01 00:50:17,TR-101,LT-005,218.67,6.505,1.296,0.911,50.003,0.39,NORMAL
6747,2026-08-01 01:52:26,TR-102,LT-004,226.18,9.394,2.044,0.962,49.931,2.07,NORMAL
514,2026-08-01 00:08:33,TR-102,LT-003,226.37,8.959,1.91,0.942,49.909,0.47,NORMAL
3935,2026-08-01 01:05:34,TR-104,LT-004,230.24,7.248,1.62,0.971,50.112,1.59,NORMAL
3026,2026-08-01 00:50:25,TR-101,LT-002,228.45,11.196,2.41,0.942,49.908,1.87,NORMAL
1200,2026-08-01 00:19:59,TR-103,LT-001,235.46,7.084,1.569,0.941,50.036,1.78,NORMAL
5029,2026-08-01 01:23:48,TR-101,LT-001,235.15,6.826,1.487,0.926,49.946,0.52,NORMAL
9785,2026-08-01 00:09:44,TR-104,LT-001,83.81,0.396,0.021,0.644,50.04,34.06,POSSIBLE_BROKEN_LT
922,2026-08-01 00:15:21,TR-102,LT-001,225.89,8.786,1.899,0.957,50.043,0.17,NORMAL
4650,2026-08-01 01:17:29,TR-102,LT-002,229.08,10.771,2.316,0.938,49.933,2.1,NORMAL
5333,2026-08-01 01:28:52,TR-103,LT-003,231.02,8.978,1.99,0.959,50.002,3.59,NORMAL
1077,2026-08-01 00:17:56,TR-103,LT-001,223.77,7.328,1.572,0.958,49.912,1.68,NORMAL
6769,2026-08-01 01:52:48,TR-103,LT-002,236.6,3.328,0.723,0.918,50.025,1.81,NORMAL
9411,2026-08-01 00:03:30,TR-102,LT-003,61.32,0.568,0.028,0.801,50.116,46.27,POSSIBLE_BROKEN_LT
1672,2026-08-01 00:27:51,TR-103,LT-005,228.53,8.777,1.935,0.965,49.921,3.43,NORMAL
475,2026-08-01 00:07:54,TR-103,LT-003,236.58,8.956,1.941,0.916,49.879,0.63,NORMAL
9187,2026-08-01 00:19:46,TR-102,LT-005,200.04,8.971,1.606,0.895,50.166,11.44,WARNING
8840,2026-08-01 00:13:59,TR-101,LT-005,197.17,8.411,1.305,0.787,49.958,13.69,WARNING
5759,2026-08-01 01:35:58,TR-101,LT-003,227.93,9.437,2.115,0.983,50.044,1.44,NORMAL
6298,2026-08-01 01:44:57,TR-102,LT-002,225.46,6.245,1.334,0.947,50.003,3.28,NORMAL
2479,2026-08-01 00:41:18,TR-103,LT-006,224.65,11.801,2.484,0.937,50.003,3.37,NORMAL
5494,2026-08-01 01:31:33,TR-103,LT-002,238.33,7.84,1.821,0.974,49.884,0.28,NORMAL
3915,2026-08-01 01:05:14,TR-101,LT-005,224.0,5.792,1.237,0.954,50.16,1.51,NORMAL
2139,2026-08-01 00:35:38,TR-102,LT-003,225.04,10.036,2.066,0.915,49.841,2.05,NORMAL
5455,2026-08-01 01:30:54,TR-104,LT-003,233.9,6.301,1.385,0.94,49.999,2.64,NORMAL
5380,2026-08-01 01:29:39,TR-103,LT-004,227.77,9.119,1.915,0.922,49.95,2.04,NORMAL
8986,2026-08-01 00:16:25,TR-104,LT-001,225.0,5.548,1.018,0.816,50.054,19.19,WARNING
4024,2026-08-01 01:07:03,TR-101,LT-004,233.13,10.315,2.24,0.932,49.971,2.77,NORMAL
3486,2026-08-01 00:58:05,TR-104,LT-004,227.94,7.953,1.724,0.951,49.979,1.55,NORMAL
2456,2026-08-01 00:40:55,TR-101,LT-001,235.95,7.018,1.577,0.953,49.926,3.89,NORMAL
2465,2026-08-01 00:41:04,TR-103,LT-005,233.48,7.464,1.701,0.976,50.22,3.98,NORMAL
8697,2026-08-01 00:11:36,TR-102,LT-005,149.1,10.545,1.558,0.991,49.879,13.51,WARNING
1370,2026-08-01 00:22:49,TR-104,LT-006,226.46,8.739,1.754,0.886,50.038,0.77,NORMAL
6689,2026-08-01 01:51:28,TR-104,LT-001,222.98,10.406,2.104,0.907,50.032,1.07,NORMAL
7457,2026-08-01 02:04:16,TR-103,LT-006,226.36,7.911,1.694,0.946,50.098,1.28,NORMAL
9975,2026-08-01 00:12:54,TR-104,LT-006,63.68,0.314,0.015,0.773,49.895,25.59,POSSIBLE_BROKEN_LT
1902,2026-08-01 00:31:41,TR-101,LT-001,228.66,8.74,1.859,0.93,50.023,2.43,NORMAL
4872,2026-08-01 01:21:11,TR-102,LT-005,235.44,8.228,1.857,0.959,50.036,1.34,NORMAL
4711,2026-08-01 01:18:30,TR-102,LT-001,227.57,7.466,1.493,0.879,49.971,3.45,NORMAL
7887,2026-08-01 02:11:26,TR-101,LT-002,234.68,11.951,2.638,0.94,49.951,4.21,NORMAL
1794,2026-08-01 00:29:53,TR-103,LT-001,232.69,6.088,1.319,0.931,50.014,1.07,NORMAL
2875,2026-08-01 00:47:54,TR-101,LT-002,229.88,10.838,2.393,0.961,49.977,1.33,NORMAL
6218,2026-08-01 01:43:37,TR-101,LT-005,225.21,7.277,1.556,0.95,49.988,4.03,NORMAL
5214,2026-08-01 01:26:53,TR-101,LT-003,231.6,4.992,1.092,0.945,50.167,2.34,NORMAL
2246,2026-08-01 00:37:25,TR-101,LT-005,230.42,6.96,1.527,0.952,50.005,1.49,NORMAL
1742,2026-08-01 00:29:01,TR-103,LT-005,229.32,5.67,1.239,0.953,50.05,0.82,NORMAL
1021,2026-08-01 00:17:00,TR-102,LT-002,232.09,8.377,1.87,0.962,50.002,1.95,NORMAL
706,2026-08-01 00:11:45,TR-104,LT-001,232.42,9.327,2.051,0.946,50.138,1.61,NORMAL
4295,2026-08-01 01:11:34,TR-102,LT-006,234.83,9.956,2.184,0.934,49.946,2.16,NORMAL
5577,2026-08-01 01:32:56,TR-103,LT-006,227.33,11.344,2.32,0.9,50.006,3.22,NORMAL
7167,2026-08-01 01:59:26,TR-101,LT-001,237.59,5.751,1.302,0.953,50.038,2.02,NORMAL
8178,2026-08-01 00:02:57,TR-104,LT-001,180.42,9.666,1.452,0.832,49.942,13.05,WARNING
909,2026-08-01 00:15:08,TR-103,LT-001,232.58,9.13,2.017,0.95,50.098,2.81,NORMAL
5194,2026-08-01 01:26:33,TR-104,LT-001,227.63,4.429,0.977,0.969,50.112,1.18,NORMAL
3078,2026-08-01 00:51:17,TR-102,LT-004,232.21,5.884,1.323,0.968,49.856,1.93,NORMAL
9367,2026-08-01 00:02:46,TR-102,LT-003,85.56,0.337,0.013,0.441,49.905,40.23,POSSIBLE_BROKEN_LT
595,2026-08-01 00:09:54,TR-101,LT-001,234.15,7.808,1.701,0.93,50.053,1.62,NORMAL
5305,2026-08-01 01:28:24,TR-101,LT-005,228.97,4.274,0.896,0.915,49.987,4.43,NORMAL
441,2026-08-01 00:07:20,TR-101,LT-005,231.54,6.409,1.286,0.867,50.048,1.33,NORMAL
7607,2026-08-01 02:06:46,TR-102,LT-002,226.41,8.489,1.772,0.922,49.997,2.62,NORMAL
4093,2026-08-01 01:08:12,TR-103,LT-002,229.55,7.985,1.663,0.907,49.997,2.53,NORMAL
6135,2026-08-01 01:42:14,TR-104,LT-002,226.79,8.321,1.804,0.956,49.982,2.24,NORMAL
11,2026-08-01 00:00:10,TR-103,LT-006,228.15,7.424,1.656,0.978,49.983,1.76,NORMAL
3777,2026-08-01 01:02:56,TR-102,LT-005,222.68,5.138,1.105,0.966,50.132,0.77,NORMAL
9000,2026-08-01 00:16:39,TR-104,LT-002,181.87,8.841,1.3,0.808,50.024,13.76,WARNING
3709,2026-08-01 01:01:48,TR-103,LT-004,231.7,10.253,2.244,0.945,49.999,2.96,NORMAL
3781,2026-08-01 01:03:00,TR-102,LT-005,229.4,7.84,1.712,0.952,49.874,0.73,NORMAL
94,2026-08-01 00:01:33,TR-102,LT-003,228.69,7.021,1.576,0.982,49.908,0.51,NORMAL
9240,2026-08-01 00:00:39,TR-103,LT-001,80.06,0.124,0.004,0.401,50.106,41.47,POSSIBLE_BROKEN_LT
3950,2026-08-01 01:05:49,TR-102,LT-001,224.88,5.598,1.191,0.946,49.993,4.15,NORMAL
5786,2026-08-01 01:36:25,TR-101,LT-004,232.36,10.196,2.153,0.908,50.032,1.98,NORMAL
4871,2026-08-01 01:21:10,TR-103,LT-002,242.31,8.395,1.871,0.92,50.021,2.42,NORMAL
4803,2026-08-01 01:20:02,TR-104,LT-006,224.42,7.544,1.658,0.979,49.929,2.38,NORMAL
4868,2026-08-01 01:21:07,TR-102,LT-002,229.85,8.309,1.838,0.962,50.187,2.29,NORMAL
293,2026-08-01 00:04:52,TR-104,LT-001,227.64,9.61,2.05,0.937,50.044,2.55,NORMAL
7889,2026-08-01 02:11:28,TR-104,LT-006,232.34,10.224,2.197,0.925,49.905,2.23,NORMAL
7406,2026-08-01 02:03:25,TR-102,LT-004,236.66,8.933,1.94,0.917,50.191,0.25,NORMAL
5596,2026-08-01 01:33:15,TR-101,LT-002,223.03,7.021,1.528,0.976,50.023,2.4,NORMAL
2887,2026-08-01 00:48:06,TR-101,LT-003,227.9,6.324,1.378,0.956,50.029,1.5,NORMAL
6455,2026-08-01 01:47:34,TR-104,LT-001,223.97,6.664,1.347,0.902,49.949,2.76,NORMAL
2543,2026-08-01 00:42:22,TR-103,LT-002,229.13,8.138,1.725,0.925,49.849,3.04,NORMAL
1766,2026-08-01 00:29:25,TR-101,LT-003,226.63,7.397,1.545,0.922,49.93,2.28,NORMAL
6801,2026-08-01 01:53:20,TR-102,LT-002,226.2,7.6,1.616,0.94,50.046,2.79,NORMAL
1878,2026-08-01 00:31:17,TR-101,LT-003,229.16,5.278,1.151,0.952,49.915,2.25,NORMAL
1982,2026-08-01 00:33:01,TR-102,LT-001,224.48,6.993,1.526,0.972,50.034,3.22,NORMAL
9730,2026-08-01 00:08:49,TR-101,LT-003,85.01,0.269,0.015,0.637,49.87,33.6,POSSIBLE_BROKEN_LT
9609,2026-08-01 00:06:48,TR-101,LT-003,53.92,0.321,0.008,0.464,49.999,21.71,POSSIBLE_BROKEN_LT
2686,2026-08-01 00:44:45,TR-102,LT-005,231.26,6.3,1.404,0.963,49.894,1.12,NORMAL
8931,2026-08-01 00:15:30,TR-102,LT-002,195.86,14.795,2.473,0.854,49.929,21.22,WARNING
3459,2026-08-01 00:57:38,TR-103,LT-005,230.08,6.516,1.454,0.97,49.907,4.11,NORMAL
4542,2026-08-01 01:15:41,TR-103,LT-001,237.78,6.551,1.47,0.944,50.099,0.52,NORMAL
2179,2026-08-01 00:36:18,TR-103,LT-002,238.09,11.018,2.527,0.963,50.107,2.88,NORMAL
4451,2026-08-01 01:14:10,TR-104,LT-005,228.02,7.609,1.65,0.951,49.895,2.02,NORMAL
3860,2026-08-01 01:04:19,TR-102,LT-002,229.22,8.057,1.722,0.932,49.911,3.08,NORMAL
7624,2026-08-01 02:07:03,TR-101,LT-002,227.07,8.059,1.744,0.953,50.087,3.18,NORMAL
7655,2026-08-01 02:07:34,TR-103,LT-005,234.33,7.779,1.715,0.941,49.992,2.15,NORMAL
4520,2026-08-01 01:15:19,TR-102,LT-006,226.41,7.823,1.595,0.9,49.957,1.32,NORMAL
2518,2026-08-01 00:41:57,TR-101,LT-002,221.12,10.545,2.196,0.942,49.963,0.74,NORMAL
4837,2026-08-01 01:20:36,TR-104,LT-002,228.13,5.97,1.279,0.939,49.965,0.85,NORMAL
2886,2026-08-01 00:48:05,TR-104,LT-006,228.0,10.163,2.112,0.912,50.094,1.14,NORMAL
7282,2026-08-01 02:01:21,TR-103,LT-004,235.47,6.082,1.338,0.934,49.925,1.96,NORMAL
6256,2026-08-01 01:44:15,TR-101,LT-005,221.18,7.355,1.533,0.942,50.016,2.0,NORMAL
4540,2026-08-01 01:15:39,TR-103,LT-006,233.06,6.533,1.411,0.927,49.913,1.5,NORMAL
5640,2026-08-01 01:33:59,TR-102,LT-002,230.93,8.215,1.811,0.955,49.953,2.78,NORMAL
9460,2026-08-01 00:04:19,TR-102,LT-004,83.56,0.461,0.017,0.446,49.834,39.34,POSSIBLE_BROKEN_LT
3482,2026-08-01 00:58:01,TR-102,LT-006,219.59,8.673,1.777,0.933,50.104,1.77,NORMAL
1278,2026-08-01 00:21:17,TR-103,LT-006,231.57,8.795,1.848,0.907,49.843,3.11,NORMAL
3147,2026-08-01 00:52:26,TR-103,LT-006,227.17,6.612,1.415,0.942,49.871,0.05,NORMAL
8263,2026-08-01 00:04:22,TR-102,LT-004,164.58,5.265,0.823,0.95,50.037,17.41,WARNING
3206,2026-08-01 00:53:25,TR-104,LT-004,227.29,7.907,1.674,0.931,50.076,1.19,NORMAL
9893,2026-08-01 00:11:32,TR-101,LT-002,72.08,0.51,0.016,0.448,49.984,30.25,POSSIBLE_BROKEN_LT
2743,2026-08-01 00:45:42,TR-103,LT-006,230.17,6.347,1.41,0.965,50.02,2.99,NORMAL
6077,2026-08-01 01:41:16,TR-102,LT-005,224.89,7.133,1.494,0.931,49.887,0.64,NORMAL
4048,2026-08-01 01:07:27,TR-102,LT-003,241.26,8.658,1.921,0.92,49.915,1.22,NORMAL
5732,2026-08-01 01:35:31,TR-101,LT-002,230.17,7.896,1.786,0.983,49.997,1.47,NORMAL
2946,2026-08-01 00:49:05,TR-101,LT-002,225.41,10.42,2.249,0.957,49.995,4.44,NORMAL
5791,2026-08-01 01:36:30,TR-102,LT-004,223.5,6.358,1.368,0.963,49.963,1.76,NORMAL
6795,2026-08-01 01:53:14,TR-102,LT-003,229.2,9.335,2.039,0.953,50.187,2.54,NORMAL
6544,2026-08-01 01:49:03,TR-103,LT-006,229.29,8.423,1.813,0.939,50.13,1.5,NORMAL
701,2026-08-01 00:11:40,TR-102,LT-001,227.91,11.184,2.497,0.98,49.933,2.6,NORMAL
3575,2026-08-01 00:59:34,TR-101,LT-006,224.92,6.818,1.412,0.921,50.19,1.57,NORMAL
7700,2026-08-01 02:08:19,TR-103,LT-003,233.4,5.964,1.329,0.955,49.906,2.61,NORMAL
2516,2026-08-01 00:41:55,TR-104,LT-004,231.31,9.932,2.213,0.963,50.009,3.47,NORMAL
3001,2026-08-01 00:50:00,TR-103,LT-002,222.37,5.644,1.188,0.947,50.031,1.22,NORMAL
5821,2026-08-01 01:37:00,TR-104,LT-006,230.13,8.575,1.884,0.955,49.972,0.32,NORMAL
8582,2026-08-01 00:09:41,TR-104,LT-001,190.46,10.49,1.945,0.974,49.888,12.31,WARNING
3685,2026-08-01 01:01:24,TR-101,LT-002,232.41,10.366,2.176,0.903,49.96,1.91,NORMAL
2996,2026-08-01 00:49:55,TR-103,LT-006,230.31,8.483,1.834,0.939,50.025,2.74,NORMAL
4253,2026-08-01 01:10:52,TR-103,LT-001,230.84,12.737,2.764,0.94,49.964,3.12,NORMAL
3412,2026-08-01 00:56:51,TR-104,LT-004,228.39,3.947,0.838,0.93,49.961,2.43,NORMAL
7963,2026-08-01 02:12:42,TR-102,LT-001,226.88,4.853,1.01,0.918,50.003,0.19,NORMAL
6310,2026-08-01 01:45:09,TR-102,LT-006,230.12,8.025,1.694,0.917,50.064,2.95,NORMAL
8612,2026-08-01 00:10:11,TR-103,LT-001,166.59,6.446,0.961,0.895,50.02,13.92,WARNING
5013,2026-08-01 01:23:32,TR-103,LT-004,230.04,5.496,1.159,0.916,49.921,2.38,NORMAL
7751,2026-08-01 02:09:10,TR-104,LT-004,230.09,10.152,2.246,0.962,50.013,1.38,NORMAL
5980,2026-08-01 01:39:39,TR-104,LT-003,231.95,8.463,1.813,0.924,49.887,1.71,NORMAL
4049,2026-08-01 01:07:28,TR-102,LT-002,229.58,10.035,2.213,0.96,49.996,2.13,NORMAL
4900,2026-08-01 01:21:39,TR-101,LT-002,232.42,9.571,2.015,0.906,50.149,2.38,NORMAL
1319,2026-08-01 00:21:58,TR-102,LT-006,227.56,7.072,1.555,0.966,50.126,2.62,NORMAL
9773,2026-08-01 00:09:32,TR-104,LT-006,80.17,0.033,0.001,0.353,49.994,38.09,POSSIBLE_BROKEN_LT
9138,2026-08-01 00:18:57,TR-104,LT-002,198.57,8.626,1.361,0.794,49.977,11.66,WARNING
7143,2026-08-01 01:59:02,TR-102,LT-001,230.14,4.554,0.943,0.899,50.093,2.27,NORMAL
1898,2026-08-01 00:31:37,TR-102,LT-001,236.39,7.459,1.701,0.965,49.927,2.14,NORMAL
7466,2026-08-01 02:04:25,TR-103,LT-005,226.56,11.066,2.298,0.916,50.073,1.85,NORMAL
604,2026-08-01 00:10:03,TR-103,LT-003,235.42,8.838,1.945,0.935,49.998,2.99,NORMAL
2847,2026-08-01 00:47:26,TR-102,LT-001,227.64,10.54,2.269,0.946,49.944,2.94,NORMAL
8208,2026-08-01 00:03:27,TR-104,LT-006,162.09,6.394,0.868,0.838,50.068,3.52,WARNING
394,2026-08-01 00:06:33,TR-101,LT-002,237.33,7.308,1.631,0.94,50.022,1.14,NORMAL
4437,2026-08-01 01:13:56,TR-103,LT-004,234.69,8.619,1.872,0.926,50.039,1.72,NORMAL
9448,2026-08-01 00:04:07,TR-103,LT-001,107.28,0.451,0.017,0.345,50.035,39.96,POSSIBLE_BROKEN_LT
7235,2026-08-01 02:00:34,TR-103,LT-002,227.49,9.713,2.18,0.986,50.038,0.55,NORMAL
5399,2026-08-01 01:29:58,TR-102,LT-002,222.43,6.83,1.51,0.994,50.013,1.05,NORMAL
96,2026-08-01 00:01:35,TR-102,LT-001,224.15,13.273,2.729,0.917,50.044,2.38,NORMAL
1663,2026-08-01 00:27:42,TR-102,LT-001,221.51,7.31,1.482,0.915,49.968,2.18,NORMAL
8971,2026-08-01 00:16:10,TR-104,LT-004,181.57,11.197,1.648,0.811,50.021,8.91,WARNING
5131,2026-08-01 01:25:30,TR-103,LT-002,231.74,7.953,1.687,0.916,50.058,3.29,NORMAL
1489,2026-08-01 00:24:48,TR-101,LT-001,223.9,7.04,1.441,0.914,50.17,3.96,NORMAL
8317,2026-08-01 00:05:16,TR-102,LT-006,178.58,12.714,2.039,0.898,50.08,8.63,WARNING
2708,2026-08-01 00:45:07,TR-101,LT-003,230.1,6.212,1.283,0.898,50.011,0.11,NORMAL
1596,2026-08-01 00:26:35,TR-102,LT-001,225.96,7.097,1.444,0.9,49.953,2.37,NORMAL
9278,2026-08-01 00:01:17,TR-103,LT-002,64.24,0.482,0.016,0.522,50.0,37.54,POSSIBLE_BROKEN_LT
2378,2026-08-01 00:39:37,TR-101,LT-004,224.7,9.583,1.997,0.928,50.04,1.53,NORMAL
5141,2026-08-01 01:25:40,TR-104,LT-005,227.7,8.067,1.665,0.906,49.991,3.53,NORMAL
6148,2026-08-01 01:42:27,TR-102,LT-005,228.51,12.786,2.695,0.922,50.151,3.21,NORMAL
8242,2026-08-01 00:04:01,TR-101,LT-003,178.01,11.023,1.583,0.807,49.98,6.52,WARNING
3949,2026-08-01 01:05:48,TR-101,LT-001,228.88,6.35,1.383,0.952,49.882,0.74,NORMAL
3934,2026-08-01 01:05:33,TR-103,LT-006,233.04,9.814,2.182,0.954,49.982,1.94,NORMAL
4798,2026-08-01 01:19:57,TR-104,LT-002,222.2,6.733,1.424,0.952,49.889,1.33,NORMAL
4373,2026-08-01 01:12:52,TR-104,LT-005,225.63,9.076,2.006,0.98,49.875,1.37,NORMAL
9863,2026-08-01 00:11:02,TR-101,LT-002,58.45,0.059,0.001,0.348,50.163,36.9,POSSIBLE_BROKEN_LT
8243,2026-08-01 00:04:02,TR-101,LT-004,163.53,7.733,1.043,0.825,49.9,16.12,WARNING
3449,2026-08-01 00:57:28,TR-101,LT-001,228.45,9.922,2.197,0.969,49.998,2.65,NORMAL
2944,2026-08-01 00:49:03,TR-104,LT-001,229.24,7.306,1.538,0.918,49.987,2.2,NORMAL
2466,2026-08-01 00:41:05,TR-104,LT-002,233.55,6.582,1.434,0.933,50.017,0.78,NORMAL
8583,2026-08-01 00:09:42,TR-103,LT-003,176.21,5.719,0.914,0.907,49.868,10.36,WARNING
5507,2026-08-01 01:31:46,TR-103,LT-005,225.8,9.767,2.086,0.946,50.06,2.03,NORMAL
2699,2026-08-01 00:44:58,TR-104,LT-005,232.49,9.042,1.945,0.925,50.037,2.56,NORMAL
2448,2026-08-01 00:40:47,TR-104,LT-004,229.06,5.898,1.289,0.954,49.926,1.27,NORMAL
20,2026-08-01 00:00:19,TR-104,LT-003,224.35,9.956,2.155,0.965,50.027,1.72,NORMAL
2749,2026-08-01 00:45:48,TR-103,LT-003,231.55,4.211,0.933,0.957,49.946,1.3,NORMAL
5400,2026-08-01 01:29:59,TR-102,LT-003,231.25,10.348,2.286,0.955,50.106,1.16,NORMAL
8079,2026-08-01 00:01:18,TR-104,LT-004,210.84,4.976,0.969,0.923,50.11,9.73,WARNING
6872,2026-08-01 01:54:31,TR-101,LT-006,232.67,9.731,2.159,0.954,49.865,1.37,NORMAL
4709,2026-08-01 01:18:28,TR-103,LT-001,233.82,14.568,3.133,0.92,50.155,1.87,NORMAL
9477,2026-08-01 00:04:36,TR-104,LT-004,96.63,0.589,0.042,0.742,50.015,39.15,POSSIBLE_BROKEN_LT
810,2026-08-01 00:13:29,TR-102,LT-001,226.42,9.535,1.954,0.905,49.957,1.78,NORMAL
7478,2026-08-01 02:04:37,TR-103,LT-003,230.78,9.768,2.162,0.959,50.0,2.32,NORMAL
2274,2026-08-01 00:37:53,TR-103,LT-006,230.14,9.879,2.086,0.917,50.066,1.19,NORMAL
1924,2026-08-01 00:32:03,TR-103,LT-003,230.96,10.094,2.154,0.924,50.041,4.28,NORMAL
1471,2026-08-01 00:24:30,TR-101,LT-003,234.79,8.825,1.921,0.927,50.006,2.09,NORMAL
7935,2026-08-01 02:12:14,TR-104,LT-004,229.24,9.33,1.985,0.928,49.939,1.3,NORMAL
7408,2026-08-01 02:03:27,TR-103,LT-005,232.8,8.039,1.76,0.941,49.798,3.44,NORMAL
2407,2026-08-01 00:40:06,TR-102,LT-004,224.8,8.242,1.803,0.973,50.078,2.83,NORMAL
1143,2026-08-01 00:19:02,TR-104,LT-003,229.4,8.498,1.8,0.924,50.03,3.63,NORMAL
1748,2026-08-01 00:29:07,TR-101,LT-003,232.0,5.686,1.149,0.871,49.828,1.82,NORMAL
5710,2026-08-01 01:35:09,TR-102,LT-004,237.59,9.258,2.029,0.923,50.126,2.33,NORMAL
4976,2026-08-01 01:22:55,TR-104,LT-002,224.5,9.581,2.061,0.958,49.94,0.45,NORMAL
7301,2026-08-01 02:01:40,TR-103,LT-003,227.36,3.138,0.689,0.965,49.931,2.65,NORMAL
8149,2026-08-01 00:02:28,TR-102,LT-002,209.42,6.89,1.092,0.757,50.023,13.25,WARNING
2834,2026-08-01 00:47:13,TR-102,LT-003,228.9,7.498,1.592,0.928,49.916,1.67,NORMAL
3132,2026-08-01 00:52:11,TR-103,LT-003,229.85,8.79,1.811,0.896,49.949,2.11,NORMAL
1311,2026-08-01 00:21:50,TR-101,LT-005,229.9,11.847,2.53,0.929,50.104,1.01,NORMAL
8651,2026-08-01 00:10:50,TR-103,LT-005,183.23,8.733,1.376,0.86,50.006,5.11,WARNING
6775,2026-08-01 01:52:54,TR-103,LT-003,225.61,9.996,2.136,0.947,50.026,1.97,NORMAL
6757,2026-08-01 01:52:36,TR-103,LT-005,231.38,9.114,1.885,0.894,50.021,1.29,NORMAL
621,2026-08-01 00:10:20,TR-104,LT-004,226.84,6.42,1.346,0.925,49.964,0.95,NORMAL
2702,2026-08-01 00:45:01,TR-101,LT-005,234.36,9.226,2.103,0.973,50.001,2.11,NORMAL
2200,2026-08-01 00:36:39,TR-104,LT-006,231.95,8.614,1.805,0.903,50.168,0.36,NORMAL
6197,2026-08-01 01:43:16,TR-103,LT-004,224.28,8.276,1.81,0.975,50.121,0.77,NORMAL
8825,2026-08-01 00:13:44,TR-101,LT-004,146.43,16.222,2.007,0.845,49.926,24.21,WARNING
